id,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
862296,36,blue-collar,married,secondary,no,439,no,no,unknown,9,jun,71,2,-1,0,unknown,0
862307,27,services,married,secondary,no,1611,no,yes,unknown,3,jul,88,1,-1,0,unknown,0
862308,36,technician,married,secondary,no,0,no,no,cellular,22,aug,79,4,-1,0,unknown,0
862310,34,management,married,tertiary,no,561,yes,no,unknown,20,may,90,4,-1,0,unknown,0
862312,31,unemployed,married,primary,no,596,yes,no,cellular,13,sep,409,1,92,8,success,1
862319,51,admin.,divorced,secondary,no,2169,yes,no,unknown,30,may,66,3,-1,0,unknown,0
862325,50,services,married,secondary,no,-172,no,yes,cellular,17,nov,70,1,-1,0,unknown,0
862329,36,technician,single,secondary,no,0,yes,no,cellular,29,jan,77,1,247,1,failure,0
862336,52,self-employed,married,secondary,no,11,no,no,cellular,13,aug,73,2,-1,0,unknown,0
862340,55,technician,married,secondary,no,497,no,no,telephone,29,jul,73,12,-1,0,unknown,0
862344,22,services,single,secondary,no,1595,no,no,cellular,22,sep,222,5,184,2,success,1
862347,48,admin.,married,secondary,no,8,no,yes,cellular,25,aug,71,6,-1,0,unknown,0
862349,36,management,divorced,tertiary,no,-79,yes,no,cellular,12,may,86,1,347,1,failure,0
862352,50,blue-collar,married,secondary,no,1,yes,no,cellular,29,jan,103,2,-1,0,unknown,0
862356,48,blue-collar,married,unknown,no,-70,yes,no,cellular,13,may,121,1,-1,0,unknown,0
862362,36,admin.,single,secondary,no,746,yes,no,unknown,30,may,68,5,-1,0,unknown,0
862365,47,admin.,married,secondary,no,-37,yes,yes,unknown,5,may,122,1,-1,0,unknown,0
862370,58,entrepreneur,married,unknown,no,1093,no,no,unknown,18,jun,65,1,-1,0,unknown,0
862377,33,blue-collar,married,secondary,no,-1,yes,no,unknown,7,may,198,1,-1,0,unknown,0
862379,43,entrepreneur,divorced,primary,no,3381,yes,no,unknown,3,jun,124,3,-1,0,unknown,0
862383,52,blue-collar,married,secondary,no,-10,no,yes,cellular,28,jul,65,3,-1,0,unknown,0
862384,40,management,married,tertiary,no,0,yes,no,unknown,12,may,72,4,-1,0,unknown,0
862386,52,management,married,tertiary,no,0,no,no,cellular,22,aug,82,4,-1,0,unknown,0
862388,51,services,divorced,secondary,no,-288,yes,yes,cellular,6,may,109,1,-1,0,unknown,0
862394,35,technician,single,secondary,no,12607,no,no,cellular,3,jun,1107,4,-1,0,unknown,1
862413,60,retired,married,unknown,no,759,no,no,unknown,12,jun,73,1,-1,0,unknown,0
862421,60,retired,married,tertiary,no,2557,no,no,cellular,15,jul,328,2,181,4,success,1
862425,38,management,married,tertiary,no,957,no,no,cellular,17,feb,1032,2,182,1,success,1
862428,60,management,married,tertiary,no,-75,no,no,cellular,4,aug,81,2,-1,0,unknown,0
862434,34,management,single,tertiary,no,2646,no,no,cellular,3,jun,243,2,90,1,success,1
862441,42,unknown,single,unknown,no,942,no,no,cellular,25,jan,361,1,92,6,success,1
862444,41,blue-collar,married,secondary,no,1072,yes,no,unknown,29,may,101,3,-1,0,unknown,0
862446,36,management,single,tertiary,no,577,yes,no,cellular,18,nov,58,1,-1,0,unknown,0
862447,27,management,single,tertiary,no,12569,no,no,cellular,16,sep,245,1,-1,0,unknown,1
862449,52,entrepreneur,married,tertiary,no,-871,yes,no,unknown,28,may,85,12,-1,0,unknown,0
862457,57,retired,married,primary,no,-1006,no,yes,unknown,6,jun,71,3,-1,0,unknown,0
862458,51,blue-collar,married,primary,no,488,yes,no,cellular,28,jul,90,3,-1,0,unknown,0
862461,33,management,single,tertiary,no,535,no,no,cellular,14,aug,1091,1,-1,0,unknown,1
862469,33,management,single,tertiary,no,877,no,no,cellular,7,aug,1374,2,-1,0,unknown,1
862474,45,blue-collar,married,primary,no,-104,yes,no,unknown,28,may,33,5,-1,0,unknown,0
862477,36,services,married,secondary,no,1872,yes,no,cellular,11,may,52,4,-1,0,unknown,0
862480,39,housemaid,married,secondary,no,745,no,no,cellular,25,jun,1462,5,-1,0,unknown,1
862494,49,technician,divorced,secondary,no,-174,no,yes,cellular,28,jul,85,2,-1,0,unknown,0
862507,42,entrepreneur,married,secondary,no,0,yes,no,cellular,18,nov,85,1,-1,0,unknown,0
862526,50,management,married,primary,no,37,no,no,unknown,20,jun,66,4,-1,0,unknown,0
862528,57,blue-collar,married,primary,no,761,yes,no,unknown,7,may,97,2,-1,0,unknown,0
862534,49,services,married,secondary,no,0,yes,no,cellular,14,jul,123,3,-1,0,unknown,0
862558,49,management,married,primary,no,1301,yes,no,unknown,30,may,122,2,-1,0,unknown,0
862559,51,technician,married,secondary,no,2374,yes,no,cellular,11,mar,170,1,205,1,success,1
862563,52,technician,married,secondary,no,3202,no,no,cellular,1,jun,815,1,95,2,success,1
862579,43,housemaid,married,secondary,no,764,no,yes,cellular,30,jul,90,3,-1,0,unknown,0
862584,41,management,married,tertiary,no,-2032,yes,no,unknown,17,jun,65,17,-1,0,unknown,0
862585,56,retired,married,secondary,yes,-305,no,no,cellular,29,aug,92,2,-1,0,unknown,0
862607,56,admin.,married,primary,no,544,yes,no,unknown,27,may,89,2,-1,0,unknown,0
862609,40,technician,married,secondary,no,-215,yes,no,cellular,10,jul,89,1,-1,0,unknown,0
862613,34,admin.,married,secondary,no,10,no,no,unknown,6,may,80,1,-1,0,unknown,0
862628,46,blue-collar,married,primary,no,477,yes,no,unknown,14,may,125,2,-1,0,unknown,0
862634,39,blue-collar,married,primary,no,-119,yes,no,unknown,4,jun,119,4,-1,0,unknown,0
862643,44,management,single,tertiary,no,-71,no,no,cellular,29,jan,71,1,-1,0,unknown,0
862661,44,management,married,tertiary,no,0,no,no,cellular,25,aug,72,6,-1,0,unknown,0
862671,34,technician,married,secondary,no,1368,no,no,cellular,4,may,968,1,-1,0,unknown,1
862699,47,admin.,married,secondary,no,3676,no,no,cellular,2,jun,815,2,85,1,success,1
862702,40,blue-collar,married,primary,no,807,yes,yes,unknown,6,may,143,2,-1,0,unknown,0
862704,45,blue-collar,married,primary,no,667,yes,no,unknown,15,may,99,1,-1,0,unknown,0
862705,50,management,married,tertiary,no,5367,no,no,cellular,4,aug,661,2,90,2,success,1
862710,47,blue-collar,married,secondary,no,734,yes,no,unknown,15,may,6,1,-1,0,unknown,0
862725,51,management,divorced,tertiary,no,-1136,yes,no,unknown,26,may,76,1,-1,0,unknown,0
862729,42,unemployed,married,secondary,no,5,yes,yes,cellular,31,jul,124,3,-1,0,unknown,0
862730,37,services,married,secondary,no,-769,yes,yes,unknown,20,jun,8,13,-1,0,unknown,0
862731,50,blue-collar,married,primary,no,514,yes,no,cellular,20,apr,58,3,266,3,failure,0
862734,39,technician,married,secondary,no,0,no,no,cellular,22,aug,72,4,-1,0,unknown,0
862735,34,technician,single,secondary,no,721,yes,yes,cellular,8,aug,88,2,-1,0,unknown,0
862740,53,admin.,married,secondary,no,10250,no,no,cellular,5,aug,1130,1,-1,0,unknown,1
862744,56,services,married,secondary,no,0,no,no,cellular,31,jul,78,2,-1,0,unknown,0
862746,46,admin.,married,secondary,no,22,no,no,cellular,8,aug,80,2,-1,0,unknown,0
862750,49,admin.,married,secondary,no,50,no,no,cellular,27,aug,64,4,-1,0,unknown,0
862758,29,services,married,secondary,no,-32,yes,yes,unknown,3,jun,86,1,-1,0,unknown,0
862760,31,technician,married,tertiary,no,1515,no,no,unknown,26,may,71,11,-1,0,unknown,0
862761,50,blue-collar,married,secondary,no,333,yes,no,cellular,9,jul,72,1,-1,0,unknown,0
862767,58,retired,married,primary,no,3114,no,no,cellular,18,feb,243,1,-1,0,unknown,1
862770,41,management,single,tertiary,no,0,yes,no,cellular,28,jul,56,4,-1,0,unknown,0
862774,29,management,single,tertiary,no,2232,no,no,cellular,1,jun,618,1,84,1,success,1
862775,52,technician,married,secondary,no,0,no,no,cellular,18,aug,78,7,-1,0,unknown,0
862776,33,technician,married,secondary,no,0,yes,no,cellular,18,nov,53,1,-1,0,unknown,0
862777,36,management,married,tertiary,no,0,no,no,unknown,18,jun,58,2,-1,0,unknown,0
862794,50,blue-collar,married,primary,no,1536,no,yes,unknown,19,jun,89,9,-1,0,unknown,0
862801,49,admin.,married,secondary,no,3,no,no,unknown,16,jun,85,6,-1,0,unknown,0
862810,53,technician,married,secondary,no,1378,yes,yes,cellular,8,aug,89,2,-1,0,unknown,0
862811,33,student,single,secondary,no,4822,no,no,cellular,20,nov,1416,2,-1,0,unknown,1
862812,36,technician,married,secondary,no,23,yes,no,cellular,22,aug,72,2,-1,0,unknown,0
862823,48,technician,divorced,secondary,no,456,no,no,cellular,22,aug,73,6,-1,0,unknown,0
862832,38,technician,married,secondary,no,917,no,no,cellular,5,aug,1282,6,-1,0,unknown,1
862835,35,management,married,tertiary,no,7,yes,yes,cellular,17,nov,70,2,-1,0,unknown,0
862836,25,blue-collar,single,primary,no,9,yes,no,cellular,15,may,72,1,352,1,other,0
862840,37,admin.,divorced,secondary,no,994,yes,no,unknown,27,may,63,2,-1,0,unknown,0
862842,45,entrepreneur,married,unknown,no,0,no,no,cellular,22,aug,121,4,-1,0,unknown,0
862846,32,blue-collar,married,primary,no,-17,yes,no,unknown,8,may,109,3,-1,0,unknown,0
862850,47,blue-collar,married,secondary,no,8,no,no,cellular,22,aug,82,2,-1,0,unknown,0
862854,42,blue-collar,married,secondary,no,597,yes,no,unknown,14,may,134,1,-1,0,unknown,0
862873,47,blue-collar,single,secondary,no,-246,no,no,unknown,8,may,95,1,-1,0,unknown,0
862875,37,technician,married,secondary,no,-796,yes,no,cellular,25,jul,80,3,-1,0,unknown,0
862878,36,services,married,secondary,no,0,no,no,unknown,17,jun,74,1,-1,0,unknown,0
862880,48,blue-collar,married,primary,no,-12,no,yes,cellular,8,jul,125,3,-1,0,unknown,0
862885,57,housemaid,married,primary,no,591,no,no,telephone,14,aug,90,2,-1,0,unknown,0
862891,40,blue-collar,married,secondary,no,1078,yes,no,unknown,15,may,50,1,-1,0,unknown,0
862896,33,management,married,tertiary,no,1683,no,no,cellular,30,apr,968,1,83,2,success,1
862907,27,management,single,tertiary,no,938,no,no,cellular,27,may,767,1,-1,0,unknown,1
862917,53,blue-collar,married,secondary,no,0,no,no,unknown,19,jun,121,1,-1,0,unknown,0
862925,46,services,married,secondary,no,0,no,no,cellular,20,aug,92,4,-1,0,unknown,0
862926,32,technician,married,secondary,no,101,no,no,cellular,28,aug,73,2,-1,0,unknown,0
862929,47,blue-collar,married,primary,no,-454,no,no,unknown,26,may,50,1,-1,0,unknown,0
862930,59,blue-collar,married,primary,no,0,yes,no,telephone,20,nov,63,2,-1,0,unknown,0
862938,54,technician,divorced,secondary,no,533,yes,no,unknown,28,may,84,3,-1,0,unknown,0
862962,46,admin.,single,secondary,no,897,no,no,cellular,10,aug,182,1,102,1,success,1
862968,28,technician,single,secondary,no,1331,no,no,cellular,21,aug,193,2,182,5,success,1
862969,35,admin.,married,secondary,no,-111,yes,yes,unknown,12,may,76,1,-1,0,unknown,0
862970,40,management,married,tertiary,no,-547,no,no,cellular,29,aug,81,2,-1,0,unknown,0
862986,41,admin.,married,secondary,no,1380,yes,no,cellular,13,may,1232,2,-1,0,unknown,1
862992,38,blue-collar,married,primary,no,635,yes,no,unknown,2,jun,136,2,-1,0,unknown,0
862994,30,self-employed,single,tertiary,no,581,yes,no,cellular,17,mar,242,2,285,1,success,1
863005,39,technician,married,secondary,no,557,yes,no,unknown,26,may,93,4,-1,0,unknown,0
863021,56,blue-collar,married,secondary,no,1328,yes,no,unknown,15,may,76,1,-1,0,unknown,0
863029,49,services,divorced,secondary,no,-37,no,yes,unknown,14,may,151,1,-1,0,unknown,0
863034,34,technician,married,secondary,no,1088,yes,no,cellular,2,jun,394,3,91,10,success,1
863038,52,services,married,secondary,no,-191,yes,no,cellular,14,may,68,3,-1,0,unknown,0
863043,41,admin.,married,secondary,no,15,yes,no,cellular,29,jul,80,4,-1,0,unknown,0
863052,42,technician,divorced,secondary,yes,-315,yes,no,cellular,30,jul,76,3,-1,0,unknown,0
863055,48,admin.,divorced,secondary,no,2671,no,no,cellular,23,feb,288,2,184,1,success,1
863058,56,blue-collar,married,primary,no,1137,no,no,cellular,12,aug,409,2,92,4,success,1
863062,36,blue-collar,married,secondary,no,-4,yes,yes,unknown,26,may,6,1,-1,0,unknown,0
863069,37,services,married,secondary,no,587,yes,no,unknown,30,may,67,2,-1,0,unknown,0
863072,49,blue-collar,single,secondary,no,-98,yes,no,cellular,11,may,123,2,-1,0,unknown,0
863079,46,technician,divorced,secondary,no,6,no,no,cellular,26,aug,63,10,-1,0,unknown,0
863080,32,technician,married,tertiary,no,0,no,no,cellular,9,jul,73,1,-1,0,unknown,0
863084,44,management,married,tertiary,no,3,no,no,cellular,30,apr,342,1,-1,0,unknown,1
863091,26,management,married,tertiary,no,3267,yes,no,telephone,31,jul,7,25,-1,0,unknown,0
863096,42,admin.,married,secondary,no,-210,yes,yes,cellular,14,jul,91,3,-1,0,unknown,0
863099,49,blue-collar,married,secondary,no,8,no,no,unknown,6,jun,64,2,-1,0,unknown,0
863106,38,management,married,tertiary,no,11971,no,no,cellular,6,nov,897,1,-1,0,unknown,1
863108,44,blue-collar,married,primary,no,20,yes,no,unknown,14,may,152,1,-1,0,unknown,0
863110,55,blue-collar,married,secondary,no,1402,yes,no,cellular,21,nov,85,3,-1,0,unknown,0
863111,31,services,married,secondary,no,-353,yes,no,unknown,12,may,123,2,-1,0,unknown,0
863114,53,retired,married,secondary,no,0,no,no,cellular,26,aug,74,10,-1,0,unknown,0
863126,57,retired,married,tertiary,no,496,yes,no,unknown,16,may,123,1,-1,0,unknown,0
863127,26,student,single,secondary,no,1608,no,no,cellular,10,aug,257,2,102,2,success,1
863133,57,blue-collar,married,secondary,no,781,yes,no,unknown,13,may,75,1,-1,0,unknown,0
863140,41,management,married,tertiary,no,1788,no,no,cellular,2,jun,229,1,-1,0,unknown,1
863143,45,services,married,secondary,yes,-249,no,no,cellular,8,jul,92,1,-1,0,unknown,0
863144,29,management,single,tertiary,no,1228,no,no,cellular,8,jun,268,2,94,2,success,1
863149,30,entrepreneur,married,tertiary,no,-98,yes,yes,cellular,21,jul,67,1,-1,0,unknown,0
863160,37,technician,married,secondary,no,7,yes,no,unknown,7,may,72,1,-1,0,unknown,0
863164,48,admin.,married,secondary,no,0,no,no,unknown,18,jun,64,1,-1,0,unknown,0
863179,37,admin.,married,secondary,no,393,yes,no,unknown,29,may,121,4,-1,0,unknown,0
863181,57,blue-collar,married,secondary,no,738,yes,no,cellular,17,nov,76,3,-1,0,unknown,0
863184,48,technician,married,secondary,no,1167,yes,yes,cellular,24,feb,187,1,91,10,success,1
863186,27,student,single,secondary,no,1298,no,no,cellular,4,may,586,1,87,5,success,1
863191,40,blue-collar,married,primary,no,-25,yes,yes,cellular,29,jan,123,1,-1,0,unknown,0
863192,38,technician,divorced,tertiary,no,-255,yes,yes,cellular,26,aug,68,15,-1,0,unknown,0
863196,39,technician,divorced,secondary,no,528,no,yes,cellular,30,jul,61,4,-1,0,unknown,0
863202,36,technician,married,secondary,no,1049,yes,yes,unknown,19,may,103,4,-1,0,unknown,0
863205,36,technician,married,secondary,no,-664,yes,yes,cellular,20,aug,87,3,-1,0,unknown,0
863228,35,self-employed,married,secondary,no,0,yes,no,unknown,30,may,114,3,-1,0,unknown,0
863241,37,services,married,secondary,no,597,yes,no,unknown,28,may,72,1,-1,0,unknown,0
863259,33,services,married,secondary,no,15,yes,no,unknown,30,may,88,3,-1,0,unknown,0
863263,37,management,married,tertiary,no,0,yes,no,unknown,20,may,95,1,-1,0,unknown,0
863265,34,blue-collar,single,unknown,no,7,yes,no,cellular,29,may,85,2,339,1,other,0
863272,33,blue-collar,married,primary,no,582,yes,yes,unknown,21,may,86,1,-1,0,unknown,0
863274,30,technician,married,secondary,no,1029,yes,yes,cellular,21,nov,77,5,-1,0,unknown,0
863279,41,services,divorced,secondary,no,-2,yes,no,unknown,7,may,145,1,-1,0,unknown,0
863281,35,admin.,divorced,secondary,no,-100,yes,no,unknown,23,may,67,2,-1,0,unknown,0
863290,45,management,married,tertiary,no,2240,no,no,cellular,12,feb,341,2,182,1,success,1
863295,41,admin.,divorced,secondary,no,6,yes,no,unknown,8,may,86,2,-1,0,unknown,0
863296,48,admin.,married,primary,no,2279,yes,no,cellular,11,may,87,1,349,1,failure,0
863302,26,management,single,tertiary,no,2067,no,no,cellular,3,jun,1005,2,-1,0,unknown,1
863310,28,management,married,tertiary,no,0,yes,no,cellular,11,may,56,1,349,3,failure,0
863322,42,blue-collar,married,primary,no,0,no,no,cellular,21,jul,85,1,-1,0,unknown,0
863327,48,entrepreneur,married,primary,no,4053,yes,no,unknown,3,jun,70,5,-1,0,unknown,0
863329,33,management,married,tertiary,no,6138,no,no,cellular,22,oct,844,1,95,2,success,1
863335,39,entrepreneur,married,secondary,yes,-456,yes,no,unknown,20,jun,102,13,-1,0,unknown,0
863339,53,blue-collar,married,primary,no,961,yes,yes,unknown,3,jun,117,6,-1,0,unknown,0
863342,40,blue-collar,married,secondary,no,627,yes,no,unknown,29,may,39,2,-1,0,unknown,0
863347,29,student,single,tertiary,no,5169,no,no,cellular,30,apr,674,1,-1,0,unknown,1
863359,37,management,married,tertiary,no,0,no,no,cellular,25,aug,85,4,-1,0,unknown,0
863364,50,management,married,tertiary,no,943,yes,no,unknown,27,may,86,6,-1,0,unknown,0
863372,34,blue-collar,married,primary,no,33,yes,no,unknown,6,may,198,2,-1,0,unknown,0
863373,35,blue-collar,married,secondary,no,528,yes,no,unknown,14,may,77,1,-1,0,unknown,0
863382,57,retired,divorced,primary,no,-90,no,no,cellular,9,jul,70,1,-1,0,unknown,0
863384,34,blue-collar,married,secondary,no,691,yes,no,unknown,20,may,114,1,-1,0,unknown,0
863385,51,blue-collar,married,unknown,no,0,no,no,cellular,18,aug,77,3,-1,0,unknown,0
863387,48,admin.,divorced,secondary,no,519,yes,no,cellular,11,may,65,3,-1,0,unknown,0
863388,41,management,divorced,secondary,no,2335,no,no,cellular,18,feb,1018,3,-1,0,unknown,1
863399,34,services,married,secondary,no,-27,yes,no,unknown,27,may,201,1,-1,0,unknown,0
863409,51,technician,married,secondary,no,663,no,no,cellular,26,aug,78,2,-1,0,unknown,0
863413,37,blue-collar,married,secondary,no,-18,yes,no,cellular,24,jul,121,3,-1,0,unknown,0
863422,37,technician,married,secondary,no,8,no,no,unknown,17,jun,76,2,-1,0,unknown,0
863425,45,technician,married,secondary,no,597,yes,no,telephone,29,jul,58,6,-1,0,unknown,0
863437,35,management,married,tertiary,no,3232,no,no,cellular,12,aug,988,2,-1,0,unknown,1
863439,46,entrepreneur,married,secondary,no,0,yes,yes,cellular,25,jul,87,5,-1,0,unknown,0
863455,54,blue-collar,married,primary,no,5,yes,no,cellular,19,nov,63,3,153,2,failure,0
863457,45,services,married,secondary,no,642,no,no,unknown,20,jun,6,3,-1,0,unknown,0
863471,34,technician,married,secondary,no,0,no,no,cellular,21,aug,88,4,-1,0,unknown,0
863481,37,housemaid,single,primary,no,7,no,yes,cellular,18,aug,73,3,-1,0,unknown,0
863482,49,technician,married,tertiary,no,-717,yes,yes,unknown,21,may,64,1,-1,0,unknown,0
863483,46,technician,married,secondary,no,0,no,yes,cellular,29,aug,82,2,-1,0,unknown,0
863486,38,unemployed,married,secondary,no,-10,no,no,cellular,28,aug,123,2,-1,0,unknown,0
863489,59,blue-collar,married,primary,no,18,yes,no,cellular,11,aug,76,4,-1,0,unknown,0
863496,39,technician,married,tertiary,no,57,yes,no,unknown,21,may,71,1,-1,0,unknown,0
863505,49,technician,married,secondary,no,-471,no,no,cellular,7,aug,86,2,-1,0,unknown,0
863510,59,entrepreneur,married,primary,no,-133,no,no,cellular,20,aug,117,2,-1,0,unknown,0
863515,44,management,married,tertiary,no,0,no,no,cellular,20,aug,88,2,-1,0,unknown,0
863517,36,services,married,secondary,no,452,yes,no,unknown,12,may,129,1,-1,0,unknown,0
863520,33,blue-collar,married,secondary,no,476,yes,no,unknown,23,may,74,3,-1,0,unknown,0
863527,38,blue-collar,married,secondary,no,-1,yes,yes,unknown,7,may,180,1,-1,0,unknown,0
863528,45,technician,single,tertiary,no,816,yes,no,unknown,20,may,72,3,-1,0,unknown,0
863530,36,blue-collar,married,unknown,no,0,yes,no,unknown,20,jun,50,22,-1,0,unknown,0
863533,30,technician,single,secondary,no,994,no,no,cellular,22,oct,305,1,182,1,success,1
863543,34,technician,married,tertiary,no,-547,yes,yes,cellular,20,aug,82,4,-1,0,unknown,0
863548,50,management,married,tertiary,no,-113,yes,no,cellular,28,jul,74,2,-1,0,unknown,0
863551,33,admin.,married,secondary,no,438,yes,no,cellular,18,nov,65,2,-1,0,unknown,0
863553,30,management,married,tertiary,no,870,no,no,cellular,14,oct,179,2,183,2,success,1
863567,34,management,married,tertiary,no,685,yes,yes,unknown,29,may,66,7,-1,0,unknown,0
863576,45,blue-collar,married,secondary,no,0,yes,yes,unknown,13,may,73,1,-1,0,unknown,0
863577,36,blue-collar,single,secondary,yes,-871,yes,no,unknown,3,jun,121,3,-1,0,unknown,0
863585,31,services,married,secondary,no,0,yes,no,unknown,4,jun,77,2,-1,0,unknown,0
863595,57,housemaid,married,primary,no,634,yes,no,cellular,25,jul,71,1,-1,0,unknown,0
863610,27,services,single,secondary,no,25,yes,no,telephone,11,may,83,2,367,2,failure,0
863611,32,blue-collar,married,secondary,no,-97,yes,yes,unknown,16,may,143,1,-1,0,unknown,0
863618,47,services,married,secondary,no,4,yes,no,cellular,11,may,81,2,-1,0,unknown,0
863620,31,management,married,tertiary,no,-692,no,yes,cellular,21,nov,85,2,-1,0,unknown,0
863621,31,technician,married,secondary,no,18,no,no,cellular,10,jul,121,6,-1,0,unknown,0
863638,41,blue-collar,single,secondary,no,1187,yes,no,unknown,14,may,121,1,-1,0,unknown,0
863650,60,admin.,married,primary,no,0,yes,no,cellular,17,nov,81,1,-1,0,unknown,0
863651,45,management,married,tertiary,no,-714,yes,no,cellular,28,jul,65,3,-1,0,unknown,0
863657,42,blue-collar,married,secondary,yes,-1701,yes,yes,cellular,20,apr,50,1,-1,0,unknown,0
863658,43,entrepreneur,married,secondary,no,913,yes,no,cellular,18,nov,77,1,-1,0,unknown,0
863665,58,unknown,married,primary,no,0,yes,no,unknown,13,may,135,4,-1,0,unknown,0
863666,60,housemaid,married,primary,no,741,no,yes,telephone,9,jul,51,1,-1,0,unknown,0
863670,32,unemployed,married,secondary,no,0,yes,no,cellular,21,nov,83,3,-1,0,unknown,0
863672,44,services,married,secondary,no,5,no,no,cellular,31,jul,65,2,-1,0,unknown,0
863677,56,management,married,primary,no,0,no,no,unknown,20,jun,85,3,-1,0,unknown,0
863679,35,technician,single,secondary,no,-266,no,no,cellular,29,aug,96,4,-1,0,unknown,0
863680,34,management,married,tertiary,no,14,no,no,cellular,20,aug,80,4,-1,0,unknown,0
863686,29,services,married,secondary,no,-236,yes,no,unknown,9,may,135,1,-1,0,unknown,0
863688,40,blue-collar,married,primary,no,-13,no,no,unknown,9,jun,65,1,-1,0,unknown,0
863698,50,management,divorced,tertiary,no,-252,yes,no,unknown,27,may,88,3,-1,0,unknown,0
863703,38,unemployed,divorced,secondary,no,1579,yes,no,cellular,16,feb,216,2,91,5,success,1
863710,43,unemployed,single,secondary,no,588,no,no,cellular,12,jul,253,1,182,2,success,1
863714,49,blue-collar,married,primary,no,0,no,no,unknown,6,jun,83,3,-1,0,unknown,0
863716,38,blue-collar,married,primary,no,476,yes,no,unknown,19,may,84,3,-1,0,unknown,0
863717,43,management,married,tertiary,no,-426,yes,yes,cellular,18,nov,76,1,-1,0,unknown,0
863718,36,blue-collar,married,secondary,no,0,yes,no,cellular,30,jul,92,4,-1,0,unknown,0
863719,59,retired,married,primary,no,1385,no,no,unknown,5,jun,73,1,-1,0,unknown,0
863732,48,blue-collar,married,secondary,no,1414,yes,no,unknown,5,jun,126,12,-1,0,unknown,0
863734,46,blue-collar,married,primary,no,0,no,yes,cellular,30,jul,78,5,-1,0,unknown,0
863735,36,management,married,tertiary,no,611,no,no,cellular,6,aug,633,2,182,6,success,1
863736,55,self-employed,married,secondary,no,0,no,no,cellular,8,aug,91,2,-1,0,unknown,0
863742,40,technician,married,secondary,no,0,yes,no,cellular,17,nov,58,1,-1,0,unknown,0
863745,57,blue-collar,married,primary,no,0,no,no,cellular,20,aug,109,5,-1,0,unknown,0
863746,47,management,divorced,tertiary,no,0,no,no,unknown,6,may,71,1,-1,0,unknown,0
863747,33,blue-collar,married,secondary,no,7,no,no,unknown,21,may,94,2,-1,0,unknown,0
863757,41,blue-collar,married,primary,no,-212,yes,no,unknown,27,may,198,1,-1,0,unknown,0
863759,52,blue-collar,married,unknown,no,605,yes,no,unknown,15,may,74,1,-1,0,unknown,0
863762,59,services,divorced,secondary,no,1257,no,yes,cellular,25,jul,73,7,-1,0,unknown,0
863763,42,admin.,married,primary,no,496,yes,no,cellular,2,feb,74,2,208,2,failure,0
863770,57,technician,married,secondary,no,794,yes,no,unknown,6,may,125,3,-1,0,unknown,0
863774,43,technician,married,secondary,no,10,no,no,cellular,28,aug,82,8,-1,0,unknown,0
863778,52,blue-collar,married,secondary,no,607,yes,no,unknown,15,may,122,2,-1,0,unknown,0
863783,45,services,married,secondary,no,1621,yes,no,unknown,27,may,88,3,-1,0,unknown,0
863784,41,admin.,married,secondary,no,1230,no,no,cellular,30,apr,874,2,-1,0,unknown,1
863787,37,management,married,tertiary,no,0,no,no,cellular,21,jul,81,3,-1,0,unknown,0
863791,55,management,married,tertiary,no,6,no,yes,cellular,30,jul,54,8,-1,0,unknown,0
863795,34,management,single,tertiary,yes,2,yes,no,unknown,21,may,66,2,-1,0,unknown,0
863803,32,blue-collar,married,primary,yes,2,yes,yes,telephone,7,may,118,3,-1,0,unknown,0
863804,31,blue-collar,married,primary,no,595,yes,yes,cellular,13,may,123,2,-1,0,unknown,0
863832,53,technician,married,secondary,no,997,no,no,cellular,9,sep,454,1,92,3,success,1
863833,49,technician,married,secondary,no,817,yes,no,cellular,21,nov,51,2,-1,0,unknown,0
863841,47,blue-collar,married,secondary,no,548,yes,yes,cellular,30,jul,92,6,-1,0,unknown,0
863846,31,blue-collar,married,secondary,no,-531,yes,no,unknown,13,may,129,3,-1,0,unknown,0
863847,49,blue-collar,single,primary,no,-137,yes,no,unknown,27,may,132,2,-1,0,unknown,0
863848,54,admin.,married,secondary,no,738,yes,no,telephone,31,jul,81,4,-1,0,unknown,0
863853,53,admin.,married,secondary,no,0,yes,yes,cellular,22,jul,74,2,-1,0,unknown,0
863863,28,blue-collar,married,secondary,no,568,yes,yes,unknown,20,jun,76,4,-1,0,unknown,0
863868,54,management,married,tertiary,no,812,no,yes,cellular,31,jul,92,4,-1,0,unknown,0
863871,57,blue-collar,married,primary,no,597,no,no,cellular,19,aug,123,5,-1,0,unknown,0
863882,37,technician,divorced,primary,no,1,no,no,unknown,30,jun,76,2,-1,0,unknown,0
863885,53,management,divorced,tertiary,no,725,no,no,cellular,29,aug,67,2,-1,0,unknown,0
863888,32,technician,married,tertiary,no,-1,no,no,cellular,20,aug,82,7,-1,0,unknown,0
863890,37,technician,married,tertiary,no,-1053,yes,no,cellular,30,jul,76,6,-1,0,unknown,0
863891,35,management,married,tertiary,no,27696,no,no,cellular,12,nov,582,2,97,3,success,1
863894,51,blue-collar,married,primary,no,-119,yes,no,unknown,30,may,164,3,-1,0,unknown,0
863896,61,management,married,tertiary,no,938,no,no,cellular,12,feb,278,1,183,1,success,1
863903,37,technician,divorced,secondary,no,0,yes,no,unknown,8,may,97,1,-1,0,unknown,0
863907,42,self-employed,married,primary,no,-104,yes,yes,cellular,31,jul,12,13,-1,0,unknown,0
